,DATE,TIME,VOLTAGE,CURRENT,PF,POWER (KW),"""WEEKEND/WEEKDAY""",SEASON,Temp (F),Humidity (%),Wind Gust
0,01-01-2021,01-00,11.6,102,0.96,1967.388015,0,1,65,90,13.679999
1,01-01-2021,02-00,11.6,102,0.96,1967.388015,0,1,65,90,12.599999
2,01-01-2021,03-00,11.6,102,0.96,1967.388015,0,1,65,90,10.799999
3,01-01-2021,04-00,11.3,130,0.96,2442.607331,0,1,78,49,7.92
4,01-01-2021,05-00,11.2,148,0.96,2756.205522,0,1,78,49,6.4799995
5,01-01-2021,06-00,11.2,172,0.96,3203.157769,0,1,78,49,6.4799995
6,01-01-2021,07-00,11.5,218,0.96,4168.56132,0,1,83,34,6.4799995
7,01-01-2021,08-00,11.2,274,0.96,5102.704818,0,1,83,34,7.5599995
8,01-01-2021,09-00,11.2,280,0.96,5214.442879,0,1,83,34,6.8399997
9,01-01-2021,10-00,11.5,254,0.96,4856.947593,0,1,81,42,9.36
10,01-01-2021,11-00,11.5,254,0.96,4856.947593,0,1,81,42,11.5199995
11,01-01-2021,12-00,11.5,243,0.96,4646.607342,0,1,81,42,13.32
12,01-01-2021,13-00,11.6,231,0.96,4455.55521,0,1,71,42,14.759999
13,01-01-2021,14-00,11.8,214,0.96,4198.823711,0,1,71,87,16.919998
14,01-01-2021,15-00,11.8,205,0.96,4022.237667,0,1,71,87,17.64
15,01-01-2021,16-00,11.7,215,0.96,4182.694854,0,1,67,87,16.919998
16,01-01-2021,17-00,11.5,194,0.96,3709.637138,0,1,67,87,14.4
17,01-01-2021,18-00,11.7,44,0.96,855.9933655,0,1,67,87,11.879999
18,01-01-2021,19-00,11.8,42,0.96,824.068205,0,1,66,88,11.159999
19,01-01-2021,20-00,11.8,39,0.96,765.2061904,0,1,66,88,11.159999
20,01-01-2021,21-00,11.8,30,0.96,588.6201464,0,1,66,88,10.799999
21,01-01-2021,22-00,11.8,25,0.96,490.5167887,0,1,62,89,13.679999
22,01-01-2021,23-00,11.8,22,0.96,431.6547741,0,1,62,89,14.04
23,01-01-2021,24-00,11.8,21,0.96,412.0341025,0,1,62,89,13.32
24,02-01-2021,01-00,11.7,95,0.95,1828.915749,0,1,65,90,13.32
25,02-01-2021,02-00,11.7,95,0.95,1828.915749,0,1,65,90,14.04
26,02-01-2021,03-00,11.7,95,0.95,1828.915749,0,1,65,90,14.759999
27,02-01-2021,04-00,11.5,100,0.95,1892.265507,0,1,78,48,15.4800005
28,02-01-2021,05-00,11.4,135,0.95,2532.344883,0,1,78,48,16.919998
29,02-01-2021,06-00,11.3,162,0.95,3012.157598,0,1,78,48,18
30,02-01-2021,07-00,11.5,213,0.95,4030.52553,0,1,83,32,17.64
31,02-01-2021,08-00,11.3,257,0.95,4778.546313,0,1,83,32,19.08
32,02-01-2021,09-00,11.3,258,0.95,4797.139878,0,1,83,32,20.16
33,02-01-2021,10-00,11.3,262,0.95,4871.51414,0,1,80,38,23.039999
34,02-01-2021,11-00,11.5,260,0.95,4919.890319,0,1,80,38,27.359999
35,02-01-2021,12-00,11.6,256,0.95,4886.323174,0,1,80,38,28.8
36,02-01-2021,13-00,11.9,221,0.95,4327.364398,0,1,71,73,29.88
37,02-01-2021,14-00,11.6,225,0.95,4294.619977,0,1,71,73,30.960001
38,02-01-2021,15-00,11.7,222,0.95,4273.887329,0,1,71,73,31.319998
39,02-01-2021,16-00,11.7,208,0.95,4004.362903,0,1,67,88,30.599998
40,02-01-2021,17-00,11.9,190,0.95,3720.358532,0,1,67,88,28.44
41,02-01-2021,18-00,11.7,46,0.95,885.5802574,0,1,67,88,25.199999
42,02-01-2021,19-00,11.8,43,0.95,834.9004508,0,1,66,88,23.759998
43,02-01-2021,20-00,11.8,40,0.95,776.6515821,0,1,66,88,22.68
44,02-01-2021,21-00,11.8,34,0.95,660.1538448,0,1,66,88,22.68
45,02-01-2021,22-00,11.8,26,0.95,504.8235284,0,1,62,89,21.599998
46,02-01-2021,23-00,11.8,23,0.95,446.5746597,0,1,62,89,19.8
47,02-01-2021,24-00,11.6,114,0.95,2175.940789,0,1,62,89,19.08
48,03-01-2021,01-00,11.8,114,0.96,2236.756556,1,1,65,92,18
49,03-01-2021,02-00,11.8,114,0.96,2236.756556,1,1,65,92,17.64
50,03-01-2021,03-00,11.8,120,0.96,2354.480586,1,1,65,92,16.919998
51,03-01-2021,04-00,11.8,128,0.96,2511.445958,1,1,77,52,15.84
52,03-01-2021,05-00,11.8,143,0.96,2805.756031,1,1,77,52,14.4
53,03-01-2021,06-00,11.5,168,0.96,3212.469274,1,1,77,52,14.759999
54,03-01-2021,07-00,11.6,233,0.96,4494.131446,1,1,82,33,14.759999
55,03-01-2021,08-00,11.4,290,0.96,5497.113571,1,1,82,33,13.32
56,03-01-2021,09-00,11.3,266,0.96,4997.950385,1,1,82,33,11.159999
57,03-01-2021,10-00,11.4,279,0.96,5288.602367,1,1,80,41,13.32
58,03-01-2021,11-00,11.4,272,0.96,5155.913418,1,1,80,41,14.4
59,03-01-2021,12-00,11.7,266,0.96,5174.868982,1,1,80,41,15.4800005
60,03-01-2021,13-00,11.8,254,0.96,4983.650573,1,1,71,76,15.84
61,03-01-2021,14-00,11.8,254,0.96,4983.650573,1,1,71,76,15.4800005
62,03-01-2021,15-00,11.8,242,0.96,4748.202515,1,1,71,76,13.679999
63,03-01-2021,16-00,11.2,230,0.96,4283.292365,1,1,68,85,12.599999
64,03-01-2021,17-00,11.5,181,0.96,3461.053206,1,1,68,85,11.879999
65,03-01-2021,18-00,11.6,43,0.96,829.3890651,1,1,68,85,10.440001
66,03-01-2021,19-00,11.7,43,0.96,836.5389708,1,1,64,89,10.799999
67,03-01-2021,20-00,11.7,39,0.96,758.7213922,1,1,64,89,4.32
68,03-01-2021,21-00,11.7,35,0.96,680.9038135,1,1,64,89,3.96
69,03-01-2021,22-00,11.8,29,0.96,568.9994749,1,1,67,88,4.32
70,03-01-2021,23-00,11.8,22,0.96,431.6547741,1,1,67,88,5.04
71,03-01-2021,24-00,11.8,22,0.96,431.6547741,1,1,67,88,5.3999996
72,04-01-2021,01-00,11.8,114,0.97,2260.056104,0,1,68,88,5.3999996
73,04-01-2021,02-00,11.8,114,0.97,2260.056104,0,1,68,88,5.3999996
74,04-01-2021,03-00,11.8,114,0.97,2260.056104,0,1,68,88,5.04
75,04-01-2021,04-00,11.7,130,0.97,2555.4158,0,1,77,54,5.7599998
76,04-01-2021,05-00,11.6,146,0.97,2845.39921,0,1,77,54,7.5599995
77,04-01-2021,06-00,11.5,159,0.97,3072.043255,0,1,77,54,8.64
78,04-01-2021,07-00,11.6,250,0.97,4872.258922,0,1,83,32,10.08
79,04-01-2021,08-00,11.6,262,0.97,5106.12735,0,1,83,32,11.5199995
80,04-01-2021,09-00,11.6,262,0.97,5106.12735,0,1,83,32,10.08
81,04-01-2021,10-00,11.6,269,0.97,5242.5506,0,1,80,35,11.159999
82,04-01-2021,11-00,11.8,250,0.97,4956.263386,0,1,80,35,13.32
83,04-01-2021,12-00,11.7,227,0.97,4462.149128,0,1,80,35,17.28
84,04-01-2021,13-00,11.7,220,0.97,4324.549815,0,1,72,70,19.08
85,04-01-2021,14-00,11.4,210,0.97,4022.133744,0,1,72,70,20.519999
86,04-01-2021,15-00,11.4,220,0.97,4213.663923,0,1,72,70,21.96
87,04-01-2021,16-00,11.2,226,0.97,4252.641994,0,1,68,83,21.96
88,04-01-2021,17-00,11.3,218,0.97,4138.731941,0,1,68,83,18
89,04-01-2021,18-00,11.6,42,0.97,818.5394988,0,1,68,83,15.4800005
90,04-01-2021,19-00,11.6,42,0.97,818.5394988,0,1,66,88,16.199999
91,04-01-2021,20-00,11.8,41,0.97,812.8271953,0,1,66,88,15.4800005
92,04-01-2021,21-00,11.8,33,0.97,654.2267669,0,1,66,88,14.4
93,04-01-2021,22-00,11.8,26,0.97,515.4513921,0,1,63,87,14.04
94,04-01-2021,23-00,11.8,23,0.97,455.9762315,0,1,63,87,13.679999
95,04-01-2021,24-00,11.7,106,0.97,2083.646729,0,1,63,87,13.32
96,05-01-2021,01-00,11.7,106,0.96,2062.165835,0,1,66,90,12.959999
97,05-01-2021,02-00,11.7,106,0.96,2062.165835,0,1,66,90,12.24
98,05-01-2021,03-00,11.7,106,0.96,2062.165835,0,1,66,90,10.440001
99,05-01-2021,04-00,11.5,120,0.96,2294.62091,0,1,80,40,9.36
100,05-01-2021,05-00,11.4,143,0.96,2710.645657,0,1,80,40,6.4799995
101,05-01-2021,06-00,11.8,162,0.96,3178.548791,0,1,80,40,6.12
102,05-01-2021,07-00,11.3,230,0.96,4321.536047,0,1,83,32,6.4799995
103,05-01-2021,08-00,11.4,271,0.96,5136.957854,0,1,83,32,8.28
104,05-01-2021,09-00,11.4,284,0.96,5383.380187,0,1,83,32,6.12
105,05-01-2021,10-00,11.6,244,0.96,4706.300742,0,1,81,38,10.08
106,05-01-2021,11-00,11.6,253,0.96,4879.893802,0,1,81,38,13.679999
107,05-01-2021,12-00,11.6,249,0.96,4802.74133,0,1,81,38,15.4800005
108,05-01-2021,13-00,11.7,241,0.96,4688.509116,0,1,72,69,16.199999
109,05-01-2021,14-00,11.7,234,0.96,4552.328353,0,1,72,69,16.919998
110,05-01-2021,15-00,11.7,234,0.96,4552.328353,0,1,72,69,16.919998
111,05-01-2021,16-00,11.8,223,0.96,4375.409755,0,1,71,78,16.199999
112,05-01-2021,17-00,11.7,205,0.96,3988.150907,0,1,71,78,14.4
113,05-01-2021,18-00,11.6,41,0.96,790.8128295,0,1,71,78,10.799999
114,05-01-2021,19-00,11.6,43,0.96,829.3890651,0,1,65,88,10.799999
115,05-01-2021,20-00,11.6,41,0.96,790.8128295,0,1,65,88,9.72
116,05-01-2021,21-00,11.7,32,0.96,622.5406295,0,1,65,88,6.4799995
117,05-01-2021,22-00,11.7,26,0.96,505.8142614,0,1,69,85,8.28
118,05-01-2021,23-00,11.7,26,0.96,505.8142614,0,1,69,85,8.64
119,05-01-2021,24-00,11.6,106,0.96,2044.540486,0,1,69,85,8.28
120,06-01-2021,01-00,11.6,106,0.94,2001.945893,0,1,73,86,6.8399997
121,06-01-2021,02-00,11.6,106,0.94,2001.945893,0,1,73,86,7.5599995
122,06-01-2021,03-00,11.6,106,0.94,2001.945893,0,1,73,86,7.5599995
123,06-01-2021,04-00,11.4,117,0.94,2171.596805,0,1,80,56,8.28
124,06-01-2021,05-00,11.1,139,0.94,2512.03832,0,1,80,56,7.92
125,06-01-2021,06-00,11.3,186,0.94,3421.998924,0,1,80,56,7.92
126,06-01-2021,07-00,11.4,241,0.94,4473.118205,0,1,81,55,8.28
127,06-01-2021,08-00,11.4,271,0.94,5029.937899,0,1,81,55,10.440001
128,06-01-2021,09-00,11.4,276,0.94,5122.741181,0,1,81,55,9.72
129,06-01-2021,10-00,11.6,265,0.94,5004.864732,0,1,80,59,11.879999
130,06-01-2021,11-00,11.6,257,0.94,4853.774475,0,1,80,59,12.959999
131,06-01-2021,12-00,11.6,257,0.94,4853.774475,0,1,80,59,14.04
132,06-01-2021,13-00,11.6,249,0.94,4702.684219,0,1,76,74,13.679999
133,06-01-2021,14-00,11.8,191,0.94,3669.474343,0,1,76,74,13.32
134,06-01-2021,15-00,11.6,182,0.94,3437.303325,0,1,76,74,12.599999
135,06-01-2021,16-00,11.6,182,0.94,3437.303325,0,1,74,79,10.799999
136,06-01-2021,17-00,11.8,191,0.94,3669.474343,0,1,74,79,5.7599998
137,06-01-2021,18-00,11.8,40,0.94,768.4763023,0,1,74,79,7.2
138,06-01-2021,19-00,11.8,40,0.94,768.4763023,0,1,70,83,8.28
139,06-01-2021,20-00,11.8,39,0.94,749.2643947,0,1,70,83,9.36
140,06-01-2021,21-00,11.8,32,0.94,614.7810418,0,1,70,83,9
141,06-01-2021,22-00,11.8,26,0.94,499.5095965,0,1,72,89,9
142,06-01-2021,23-00,11.8,26,0.94,499.5095965,0,1,72,89,10.08
143,06-01-2021,24-00,11.8,97,0.94,1863.555033,0,1,72,89,11.5199995
144,07-01-2021,01-00,11.8,97,0.98,1942.855247,0,1,71,89,11.879999
145,07-01-2021,02-00,11.8,97,0.98,1942.855247,0,1,71,89,12.24
146,07-01-2021,03-00,11.8,97,0.98,1942.855247,0,1,71,89,11.879999
147,07-01-2021,04-00,11.8,97,0.98,1942.855247,0,1,72,87,10.799999
148,07-01-2021,05-00,11.7,117,0.98,2323.584263,0,1,72,87,10.799999
149,07-01-2021,06-00,11.6,167,0.98,3288.222248,0,1,72,87,11.159999
150,07-01-2021,07-00,11.5,215,0.98,4196.845709,0,1,77,68,11.159999
151,07-01-2021,08-00,11.5,243,0.98,4743.411662,0,1,77,68,10.440001
152,07-01-2021,09-00,11.5,239,0.98,4665.330812,0,1,77,68,8.64
153,07-01-2021,10-00,11.5,241,0.98,4704.371237,0,1,78,67,11.879999
154,07-01-2021,11-00,11.7,224,0.98,4448.571581,0,1,78,67,14.04
155,07-01-2021,12-00,11.3,100,0.98,1918.073064,0,1,78,67,14.04
156,07-01-2021,13-00,11.6,175,0.98,3445.741877,0,1,74,79,14.759999
157,07-01-2021,14-00,11.5,180,0.98,3513.638268,0,1,74,79,14.759999
158,07-01-2021,15-00,11.6,170,0.98,3347.292109,0,1,74,79,12.959999
159,07-01-2021,16-00,11.7,175,0.98,3475.446548,0,1,73,83,12.599999
160,07-01-2021,17-00,11.7,166,0.98,3296.709297,0,1,73,83,9.36
161,07-01-2021,18-00,11.7,42,0.98,834.1071715,0,1,73,83,9
162,07-01-2021,19-00,11.8,44,0.98,881.2951637,0,1,73,84,9.72
163,07-01-2021,20-00,11.8,44,0.98,881.2951637,0,1,73,84,11.5199995
164,07-01-2021,21-00,11.8,38,0.98,761.1185505,0,1,73,84,11.159999
165,07-01-2021,22-00,11.8,30,0.98,600.8830662,0,1,72,86,11.159999
166,07-01-2021,23-00,11.8,27,0.98,540.7947595,0,1,72,86,11.159999
167,07-01-2021,24-00,11.8,94,0.98,1882.766941,0,1,72,86,10.799999
168,08-01-2021,01-00,11.8,94,0.97,1863.555033,0,1,74,89,10.799999
169,08-01-2021,02-00,11.8,94,0.97,1863.555033,0,1,74,89,10.799999
170,08-01-2021,03-00,11.8,94,0.97,1863.555033,0,1,74,89,11.5199995
171,08-01-2021,04-00,11.8,94,0.97,1863.555033,0,1,81,47,12.24
172,08-01-2021,05-00,11.5,134,0.97,2589.017586,0,1,81,47,12.959999
173,08-01-2021,06-00,11.5,162,0.97,3130.006335,0,1,81,47,13.32
174,08-01-2021,07-00,11.5,220,0.97,4250.625887,0,1,85,32,13.679999
175,08-01-2021,08-00,11.6,259,0.97,5047.660243,0,1,85,32,12.959999
176,08-01-2021,09-00,11.6,250,0.97,4872.258922,0,1,85,32,11.879999
177,08-01-2021,10-00,11.8,259,0.97,5134.688868,0,1,83,35,13.679999
178,08-01-2021,11-00,11.9,219,0.97,4378.480681,0,1,83,35,15.119999
179,08-01-2021,12-00,11.6,210,0.97,4092.697494,0,1,83,35,17.28
180,08-01-2021,13-00,11.6,211,0.97,4112.18653,0,1,75,69,16.919998
181,08-01-2021,14-00,11.3,207,0.97,3929.896843,0,1,75,69,15.4800005
182,08-01-2021,15-00,11.3,207,0.97,3929.896843,0,1,75,69,13.32
183,08-01-2021,16-00,11.3,206,0.97,3910.911834,0,1,72,84,11.5199995
184,08-01-2021,17-00,11.3,204,0.97,3872.941816,0,1,72,84,6.4799995
185,08-01-2021,18-00,11.8,45,0.97,892.1274095,0,1,72,84,6.12
186,08-01-2021,19-00,11.8,47,0.97,931.7775165,0,1,72,84,5.3999996
187,08-01-2021,20-00,11.8,46,0.97,911.952463,0,1,72,84,6.4799995
188,08-01-2021,21-00,11.8,45,0.97,892.1274095,0,1,72,84,6.4799995
189,08-01-2021,22-00,11.8,40,0.97,793.0021417,0,1,64,87,7.2
190,08-01-2021,23-00,11.8,36,0.97,713.7019276,0,1,64,87,9
191,08-01-2021,24-00,11.8,96,0.97,1903.20514,0,1,64,87,10.08
192,09-01-2021,01-00,11.8,100,0.97,1982.505354,0,1,67,90,11.5199995
193,09-01-2021,02-00,11.8,100,0.97,1982.505354,0,1,67,90,11.879999
194,09-01-2021,03-00,11.8,102,0.97,2022.155461,0,1,67,90,12.599999
195,09-01-2021,04-00,11.7,103,0.97,2024.675595,0,1,81,30,12.959999
196,09-01-2021,05-00,11.4,136,0.97,2604.810425,0,1,81,30,14.4
197,09-01-2021,06-00,11.2,198,0.97,3725.765995,0,1,81,30,16.56
198,09-01-2021,07-00,11.4,238,0.97,4558.418244,0,1,87,22,17.28
199,09-01-2021,08-00,11.4,268,0.97,5133.008778,0,1,87,22,17.28
200,09-01-2021,09-00,11.5,284,0.97,5487.171599,0,1,87,22,15.119999
201,09-01-2021,10-00,11.5,248,0.97,4791.614636,0,1,84,25,18.72
202,09-01-2021,11-00,11.7,234,0.97,4599.74844,0,1,84,25,25.199999
203,09-01-2021,12-00,11.5,281,0.97,5429.208519,0,1,84,25,28.08
204,09-01-2021,13-00,11.2,279,0.97,5249.942993,0,1,73,59,29.519999
205,09-01-2021,14-00,11.4,276,0.97,5286.232921,0,1,73,59,30.960001
206,09-01-2021,15-00,11.4,271,0.97,5190.467832,0,1,73,59,32.399998
207,09-01-2021,16-00,11.4,271,0.97,5190.467832,0,1,69,78,31.68
208,09-01-2021,17-00,11.6,271,0.97,5281.528671,0,1,69,78,27.72
209,09-01-2021,18-00,11.5,168,0.97,3245.932495,0,1,69,78,24.84
210,09-01-2021,19-00,11.7,131,0.97,2575.072845,0,1,69,87,24.48
211,09-01-2021,20-00,11.8,118,0.97,2339.356318,0,1,69,87,22.319998
212,09-01-2021,21-00,11.9,105,0.97,2099.27156,0,1,69,87,23.4
213,09-01-2021,22-00,11.8,102,0.97,2022.155461,0,1,64,86,24.84
214,09-01-2021,23-00,11.8,102,0.97,2022.155461,0,1,64,86,24.84
215,09-01-2021,24-00,11.8,100,0.97,1982.505354,0,1,64,86,24.84
216,10-01-2021,01-00,11.8,98,0.96,1922.825812,1,1,67,87,24.48
217,10-01-2021,02-00,11.8,98,0.96,1922.825812,1,1,67,87,21.599998
218,10-01-2021,03-00,11.8,98,0.96,1922.825812,1,1,67,87,20.519999
219,10-01-2021,04-00,11.8,98,0.96,1922.825812,1,1,82,36,20.519999
220,10-01-2021,05-00,11.6,143,0.96,2758.200844,1,1,82,36,20.519999
221,10-01-2021,06-00,11.2,186,0.96,3463.879913,1,1,82,36,20.880001
222,10-01-2021,07-00,11.7,211,0.96,4104.877275,1,1,88,25,21.599998
223,10-01-2021,08-00,11.4,274,0.96,5193.824546,1,1,88,25,23.039999
224,10-01-2021,09-00,11.3,276,0.96,5185.843256,1,1,88,25,25.199999
225,10-01-2021,10-00,11.6,102,0.96,1967.388015,1,1,84,26,27.359999
226,10-01-2021,11-00,11.2,104,0.96,1936.793069,1,1,84,26,29.519999
227,10-01-2021,12-00,11.6,255,0.96,4918.470037,1,1,84,26,33.839996
228,10-01-2021,13-00,11.6,273,0.96,5265.656158,1,1,74,61,32.039997
229,10-01-2021,14-00,11.2,288,0.96,5363.426961,1,1,74,61,33.12
230,10-01-2021,15-00,11.5,233,0.96,4455.388933,1,1,74,61,33.48
231,10-01-2021,16-00,11.2,272,0.96,5065.458797,1,1,71,76,31.319998
232,10-01-2021,17-00,11.3,258,0.96,4847.636087,1,1,71,76,24.48
233,10-01-2021,18-00,11.7,166,0.96,3229.429515,1,1,71,76,20.16
234,10-01-2021,19-00,11.8,45,0.96,882.9302197,1,1,65,86,20.16
235,10-01-2021,20-00,11.8,46,0.96,902.5508912,1,1,65,86,21.24
236,10-01-2021,21-00,11.8,45,0.96,882.9302197,1,1,65,86,20.519999
237,10-01-2021,22-00,11.8,35,0.96,686.7235042,1,1,65,88,16.56
238,10-01-2021,23-00,11.8,27,0.96,529.7581318,1,1,65,88,15.4800005
239,10-01-2021,24-00,11.8,99,0.96,1942.446483,1,1,65,88,14.04
240,11-01-2021,01-00,11.8,99,0.97,1962.680301,0,1,68,87,14.4
241,11-01-2021,02-00,11.8,99,0.97,1962.680301,0,1,68,87,14.4
242,11-01-2021,03-00,11.8,99,0.97,1962.680301,0,1,68,87,14.04
243,11-01-2021,04-00,11.8,99,0.97,1962.680301,0,1,79,49,12.959999
244,11-01-2021,05-00,11.6,150,0.97,2923.355353,0,1,79,49,12.599999
245,11-01-2021,06-00,11.4,175,0.97,3351.77812,0,1,79,49,12.599999
246,11-01-2021,07-00,11.6,228,0.97,4443.500137,0,1,85,27,11.5199995
247,11-01-2021,08-00,11.2,280,0.97,5268.759993,0,1,85,27,11.159999
248,11-01-2021,09-00,11.2,295,0.97,5551.014992,0,1,85,27,10.799999
249,11-01-2021,10-00,11.3,237,0.97,4499.44711,0,1,83,43,10.799999
250,11-01-2021,11-00,11.5,249,0.97,4810.935663,0,1,83,43,12.599999
251,11-01-2021,12-00,11.5,248,0.97,4791.614636,0,1,83,43,12.959999
252,11-01-2021,13-00,11.7,233,0.97,4580.091395,0,1,73,71,11.879999
253,11-01-2021,14-00,11.5,215,0.97,4154.020753,0,1,73,71,10.08
254,11-01-2021,15-00,11.5,252,0.97,4868.898743,0,1,73,71,9.36
255,11-01-2021,16-00,11.5,227,0.97,4385.873074,0,1,71,76,7.5599995
256,11-01-2021,17-00,11.3,226,0.97,4290.612012,0,1,71,76,6.12
257,11-01-2021,18-00,11.8,159,0.97,3152.183513,0,1,71,76,7.92
258,11-01-2021,19-00,11.8,48,0.97,951.6025701,0,1,68,83,10.08
259,11-01-2021,20-00,11.8,42,0.97,832.6522488,0,1,68,83,13.32
260,11-01-2021,21-00,11.8,41,0.97,812.8271953,0,1,68,83,13.32
261,11-01-2021,22-00,11.8,33,0.97,654.2267669,0,1,67,88,14.04
262,11-01-2021,23-00,11.8,26,0.97,515.4513921,0,1,67,88,15.119999
263,11-01-2021,24-00,11.8,100,0.97,1982.505354,0,1,67,88,15.84
264,12-01-2021,01-00,11.8,100,0.97,1982.505354,0,1,68,92,18
265,12-01-2021,02-00,11.6,102,0.97,1987.88164,0,1,68,92,18.72
266,12-01-2021,03-00,11.6,105,0.97,2046.348747,0,1,68,92,21.24
267,12-01-2021,04-00,11.5,107,0.97,2067.349863,0,1,77,56,22.319998
268,12-01-2021,05-00,11.4,158,0.97,3026.176817,0,1,77,56,25.919998
269,12-01-2021,06-00,11.2,181,0.97,3405.876995,0,1,77,56,30.599998
270,12-01-2021,07-00,11.5,223,0.97,4308.588967,0,1,82,44,36
271,12-01-2021,08-00,11.2,268,0.97,5042.955993,0,1,82,44,37.44
272,12-01-2021,09-00,11.3,289,0.97,5486.667573,0,1,82,44,41.039997
273,12-01-2021,10-00,11.4,241,0.97,4615.877297,0,1,81,54,45.36
274,12-01-2021,11-00,11.4,248,0.97,4749.948422,0,1,81,54,48.6
275,12-01-2021,12-00,11.6,243,0.97,4735.835672,0,1,81,54,50.039997
276,12-01-2021,13-00,11.6,243,0.97,4735.835672,0,1,69,78,50.76
277,12-01-2021,14-00,11.6,232,0.97,4521.456279,0,1,69,78,50.76
278,12-01-2021,15-00,11.7,232,0.97,4560.434351,0,1,69,78,50.399998
279,12-01-2021,16-00,11.8,226,0.97,4480.462101,0,1,70,83,49.68
280,12-01-2021,17-00,11.8,212,0.97,4202.911351,0,1,70,83,48.239998
281,12-01-2021,18-00,11.8,43,0.97,852.4773024,0,1,70,83,45.36
282,12-01-2021,19-00,11.8,42,0.97,832.6522488,0,1,69,85,42.12
283,12-01-2021,20-00,11.8,40,0.97,793.0021417,0,1,69,85,38.88
284,12-01-2021,21-00,11.8,37,0.97,733.5269811,0,1,69,85,35.28
285,12-01-2021,22-00,11.8,31,0.97,614.5766598,0,1,66,88,30.960001
286,12-01-2021,23-00,11.8,27,0.97,535.2764457,0,1,66,88,25.919998
287,12-01-2021,24-00,11.8,27,0.97,535.2764457,0,1,66,88,22.68
288,13-01-2021,01-00,11.7,99,0.97,1946.047417,0,1,70,87,20.519999
289,13-01-2021,02-00,11.7,99,0.97,1946.047417,0,1,70,87,17.64
290,13-01-2021,03-00,11.7,99,0.97,1946.047417,0,1,70,87,14.4
291,13-01-2021,04-00,11.6,108,0.97,2104.815854,0,1,76,63,12.959999
292,13-01-2021,05-00,11.6,115,0.97,2241.239104,0,1,76,63,12.959999
293,13-01-2021,06-00,11.5,193,0.97,3728.958164,0,1,76,63,13.679999
294,13-01-2021,07-00,11.4,257,0.97,4922.325582,0,1,81,48,15.4800005
295,13-01-2021,08-00,11.4,280,0.97,5362.844992,0,1,81,48,13.32
296,13-01-2021,09-00,11.4,287,0.97,5496.916117,0,1,81,48,13.679999
297,13-01-2021,10-00,11.4,287,0.97,5496.916117,0,1,84,32,16.199999
298,13-01-2021,11-00,11.4,278,0.97,5324.538957,0,1,84,32,21.24
299,13-01-2021,12-00,11.5,253,0.97,4888.21977,0,1,84,32,25.199999
300,13-01-2021,13-00,11.5,243,0.97,4695.009502,0,1,82,71,28.44
301,13-01-2021,14-00,11.5,243,0.97,4695.009502,0,1,82,71,33.48
302,13-01-2021,15-00,11.5,237,0.97,4579.083342,0,1,82,71,34.2
303,13-01-2021,16-00,11.5,233,0.97,4501.799235,0,1,71,82,32.039997
304,13-01-2021,17-00,11.8,192,0.97,3806.41028,0,1,71,82,29.519999
305,13-01-2021,18-00,11.8,41,0.97,812.8271953,0,1,71,82,30.960001
306,13-01-2021,19-00,11.8,42,0.97,832.6522488,0,1,69,88,32.039997
307,13-01-2021,20-00,11.8,39,0.97,773.1770882,0,1,69,88,39.239998
308,13-01-2021,21-00,11.8,35,0.97,693.876874,0,1,69,88,44.639996
309,13-01-2021,22-00,11.8,28,0.97,555.1014992,0,1,64,86,45
310,13-01-2021,23-00,11.8,28,0.97,555.1014992,0,1,64,86,43.92
311,13-01-2021,24-00,11.8,28,0.97,555.1014992,0,1,64,86,45.36
312,14-01-2021,01-00,11.7,102,0.97,2005.018551,0,1,67,88,45.719997
313,14-01-2021,02-00,11.7,102,0.97,2005.018551,0,1,67,88,45
314,14-01-2021,03-00,11.6,102,0.97,1987.88164,0,1,67,88,43.56
315,14-01-2021,04-00,11.6,102,0.97,1987.88164,0,1,80,45,40.32
316,14-01-2021,05-00,11.4,121,0.97,2317.515157,0,1,80,45,37.44
317,14-01-2021,06-00,11.3,181,0.97,3436.286611,0,1,80,45,33.839996
318,14-01-2021,07-00,11.2,215,0.97,4045.654994,0,1,86,25,29.519999
319,14-01-2021,08-00,11.3,243,0.97,4613.357163,0,1,86,25,30.239998
320,14-01-2021,09-00,11.3,243,0.97,4613.357163,0,1,86,25,22.319998
321,14-01-2021,10-00,11.3,266,0.97,5050.012368,0,1,83,26,16.199999
322,14-01-2021,11-00,11.6,154,0.97,3001.311496,0,1,83,26,12.959999
323,14-01-2021,12-00,11.6,242,0.97,4716.346636,0,1,83,26,14.04
324,14-01-2021,13-00,11.5,244,0.97,4714.330529,0,1,72,67,15.119999
325,14-01-2021,14-00,11.7,232,0.97,4560.434351,0,1,72,67,16.199999
326,14-01-2021,15-00,11.4,230,0.97,4405.194101,0,1,72,67,14.4
327,14-01-2021,16-00,11.3,237,0.97,4499.44711,0,1,68,78,12.599999
328,14-01-2021,17-00,11.3,229,0.97,4347.567039,0,1,68,78,11.5199995
329,14-01-2021,18-00,11.6,34,0.97,662.6272134,0,1,68,78,12.599999
330,14-01-2021,19-00,11.7,46,0.97,904.2240523,0,1,68,87,13.679999
331,14-01-2021,20-00,11.7,42,0.97,825.5958738,0,1,68,87,16.199999
332,14-01-2021,21-00,11.7,35,0.97,687.9965615,0,1,68,87,15.84
333,14-01-2021,22-00,11.7,32,0.97,629.0254277,0,1,62,87,16.199999
